cd_municipio_ibge_dv_origem,cd_municipio_ibge_dv_alta_complex,cd_municipio_ibge_dv_baixa_med_complex,exerce_influencia_regic,influenciado_regic,presta_alta,presta_baixa,procura_servicos_alta,procura_servicos_baixa,grau_infl_exerce,grau_infl_recebe
2105708,2109106,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2103604,2109106,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2111102,2109106,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2109106,2109106,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2103158,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109403,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101707,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2109056,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106805,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111300,2111300,2111300,1,1,1,1,1,1,3,3
2112506,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104909,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109601,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100204,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2108306,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110237,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111003,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105989,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103109,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104305,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101350,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103703,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2106300,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112704,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106326,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110203,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102507,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2113009,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2112456,2111300,2111300,NULL,1,NULL,NULL,1,1,NULL,3
2108108,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112407,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106508,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106706,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2114007,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2102408,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111409,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105005,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2101731,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106904,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112902,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102150,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101970,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104552,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111201,2111300,2111300,NULL,1,NULL,NULL,1,1,NULL,3
2107506,2111300,2111300,NULL,1,NULL,NULL,1,1,NULL,3
2107308,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106375,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102374,2111300,2111300,NULL,1,NULL,NULL,1,1,NULL,3
2110278,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109205,2111300,NULL,1,1,NULL,NULL,1,1,NULL,3
2110500,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107100,2111300,NULL,1,1,NULL,1,1,1,NULL,3
2102002,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110039,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2108058,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110005,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107357,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2110104,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105153,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101004,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109809,2111300,NULL,1,1,NULL,NULL,1,1,NULL,3
2110401,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2108405,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2103174,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101301,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100436,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2106359,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100873,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100477,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109239,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2102606,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105658,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109700,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100709,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107456,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2112803,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111508,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2111706,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101103,2111300,2111300,NULL,1,NULL,NULL,1,1,NULL,3
2104677,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2112605,2111300,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2109270,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107407,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2108702,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109304,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100550,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107605,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100832,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105401,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2104651,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109551,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105906,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100907,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2107209,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101251,2111300,2111300,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2105104,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2101905,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2100402,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2109452,2111300,2111300,NULL,1,NULL,NULL,1,1,NULL,3
2111789,2111300,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2211605,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209351,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201572,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200251,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210201,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2201804,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204352,2208007,2208007,NULL,1,NULL,NULL,1,1,NULL,3
2208007,2208007,NULL,1,1,1,1,1,1,3,3
2205953,2208007,2208007,NULL,1,NULL,NULL,1,1,NULL,3
2203404,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2203271,2208007,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200954,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204204,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2204303,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2200277,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2210300,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2209856,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2211506,2208007,2208007,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304202,2301901,2301901,NULL,1,NULL,NULL,1,1,NULL,3
2305704,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311405,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2304459,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301257,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303956,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301406,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309805,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313005,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308351,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305100,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303931,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312700,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304269,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313757,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308377,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2302404,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300754,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309458,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2306504,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301208,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2313302,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2307650,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2302107,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2304251,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311603,2304400,2304400,1,1,NULL,NULL,1,1,NULL,3
2306553,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2306009,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313559,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305605,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310308,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300309,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309706,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2313351,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310100,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301901,2304400,2304400,NULL,1,1,1,1,1,NULL,3
2305654,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310001,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308203,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2307601,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2310407,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2302305,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304277,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313500,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309409,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310704,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2306207,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310258,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311504,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304285,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2306306,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2306900,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308500,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304103,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2308708,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311231,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310506,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309300,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2307635,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305357,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313807,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312601,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312403,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309102,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301505,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304608,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301000,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2310209,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313104,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301109,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2306801,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2306256,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2308005,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2306405,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2313609,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303501,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2304954,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300903,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2307908,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2310852,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309607,2304400,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2313203,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303709,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2307007,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2302909,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301950,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300150,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2307700,2304400,2304400,NULL,1,NULL,NULL,1,1,NULL,3
2301851,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2302206,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311264,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2307254,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300705,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305332,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2312502,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2305233,2304400,2304400,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303006,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304400,2304400,2304400,1,1,1,1,1,1,3,3
2310803,2304400,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2607307,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2503308,2307304,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300408,2307304,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2307304,2307304,NULL,1,1,1,1,1,1,3,3
2311108,2307304,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303808,2307304,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2301307,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2314003,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2304806,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2309201,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300804,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2303303,2307304,2307304,NULL,1,NULL,NULL,1,1,NULL,3
2305407,2307304,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2301802,2307304,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2313252,2307304,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2308302,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2300606,2307304,2307304,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2306702,2311801,2311801,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2311801,2311801,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2401651,2403103,2403103,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2403103,2403103,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2409407,2409407,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2411908,2409407,2409407,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2509156,2516201,2516201,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2512036,2516201,2516201,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2512077,2516201,2516201,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2516201,2516201,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2513653,2516201,2516201,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2500700,2516201,2516201,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2504108,2516201,2516201,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2607109,2600104,2600104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2614402,2600104,2600104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2600104,2600104,NULL,NULL,NULL,1,1,1,1,NULL,NULL
2612505,2604106,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2600807,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2604106,2604106,2604106,NULL,NULL,1,1,1,1,NULL,NULL
2612000,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2615409,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603504,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2600302,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2615003,2604106,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2611705,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2605004,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2610202,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608701,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603108,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2602308,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608008,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2606705,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2606408,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2613305,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2601904,2604106,2604106,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2611309,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2615607,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608503,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2605608,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2614105,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2604205,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2605459,2611606,2611606,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2613800,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2602100,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608255,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603900,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2614808,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603306,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2601300,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2602407,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2609600,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2601409,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2600401,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2610103,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2600609,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2613909,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2605400,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2615201,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2609402,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2606507,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2607802,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2611002,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2609303,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2614204,2611606,2611606,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608909,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2613206,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2612802,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603702,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2604502,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2614501,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2601201,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2604007,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2602605,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2607208,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2608107,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2611507,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2609154,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2616183,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2614709,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2610608,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2616506,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2607752,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2609105,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2605509,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2611804,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2602209,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2602704,2611606,2611606,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2615706,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2606101,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608404,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608453,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2600906,2611606,2611606,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603405,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2616407,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2607703,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2601706,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603926,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2606200,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2601003,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2602001,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2611408,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2609006,2611606,2611606,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2605707,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2614006,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2608057,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2607406,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2607604,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2606606,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2603801,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2602506,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2615805,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2613701,2611606,2611606,NULL,1,NULL,NULL,1,1,NULL,3
2604155,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2610806,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2604908,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2612307,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2600500,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
2615300,2611606,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
2608800,2611606,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
